"James Harden_HOU","LeBron James_CLE","Russell Westbrook_OKC","Kevin Durant_GS","Joel Embiid_PHI","Ben Simmons_PHI","Stephen Curry_GS","Chris Paul_HOU","Karl-Anthony Towns_MIN","Kristaps Porzingis_NY","Jimmy Butler_MIN","Kyrie Irving_BOS","John Wall_WAS","Kevin Love_CLE","Kyle Kuzma_LAL","Draymond Green_GS","Bradley Beal_WAS","Lonzo Ball_LAL","Paul George_OKC","Al Horford_BOS","Clint Capela_HOU","Klay Thompson_GS","Brandon Ingram_LAL","Dario Saric_PHI","Robert Covington_PHI","Enes Kanter_NY","Jeff Teague_MIN","Isaiah Thomas_CLE","Tim Hardaway_NY","Taj Gibson_MIN","Andrew Wiggins_MIN","Eric Gordon_HOU","Carmelo Anthony_OKC","Steven Adams_OKC","Jayson Tatum_BOS","Otto Porter_WAS","Jaylen Brown_BOS","Kentavious Caldwell-Pope_LAL","Julius Randle_LAL","JJ Redick_PHI","Michael Beasley_NY","Trevor Ariza_HOU","Dwyane Wade_CLE","Marcin Gortat_WAS","Jordan Bell_GS","Marcus Smart_BOS","Courtney Lee_NY","Jordan Clarkson_LAL","PJ Tucker_HOU","Marcus Morris_BOS","Jarrett Jack_NY","Ryan Anderson_HOU","Mike Scott_WAS","Kelly Oubre_WAS","Larry Nance_LAL","Richaun Holmes_PHI","Markieff Morris_WAS","Brook Lopez_LAL","Omri Casspi_GS","Trevor Booker_PHI","Terry Rozier_BOS","Jeff Green_CLE","TJ McConnell_PHI","JR Smith_CLE","Jamal Crawford_MIN","Kyle O'Quinn_NY","Frank Ntilikina_NY","Andre Iguodala_GS","Jerryd Bayless_PHI","Markelle Fultz_PHI","Nene Hilario_HOU","Jose Calderon_CLE","Tomas Satoransky_WAS","Tim Frazier_WAS","Aron Baynes_BOS","Josh Hart_LAL","Amir Johnson_PHI","Doug McDermott_NY","Jerami Grant_OKC","Patrick McCaw_GS","Shaun Livingston_GS","Kyle Korver_CLE","Corey Brewer_LAL","Guillermo Hernangomez_NY","David West_GS","Jae Crowder_CLE","Tristan Thompson_CLE","Ian Mahinmi_WAS","Daniel Theis_BOS","Tyus Jones_MIN","Gorgui Dieng_MIN","Damyean Dotson_NY","Andre Roberson_OKC","Kevon Looney_GS","Iman Shumpert_CLE","Derrick Rose_CLE","Shane Larkin_BOS","Nemanja Bjelica_MIN","Shabazz Muhammad_MIN","Lance Thomas_NY","Timothe Luwawu-Cabarrot_PHI","Ron Baker_NY","Alex Abrines_OKC","Channing Frye_CLE","Zaza Pachulia_GS","Nick Young_GS","Semi Ojeleye_BOS","Ivica Zubac_LAL","Patrick Patterson_OKC","Luc Richard Mbah a Moute_HOU","JaVale McGee_GS","Jodie Meeks_WAS","Ramon Sessions_NY","Raymond Felton_OKC","Quinn Cook_GS","Sheldon Mac_WAS","Chris McCullough_WAS","Devin Robinson_WAS","Jason Smith_WAS","Mike Young_WAS","Jabari Bird_BOS","Guerschon Yabusele_BOS","Kadeem Allen_BOS","Abdel Nader_BOS","Gordon Hayward_BOS","Anthony Brown_MIN","Cole Aldrich_MIN","Marcus Georges-Hunt_MIN","Aaron Brooks_MIN","Justin Patton_MIN","Thomas Bryant_LAL","Vander Blue_LAL","Tyler Ennis_LAL","Luol Deng_LAL","Andrew Bogut_LAL","Alex Caruso_LAL","Jacob Pullen_PHI","Justin Anderson_PHI","James Michael McAdoo_PHI","Furkan Korkmaz_PHI","Luke Kornet_NY","Isaiah Hicks_NY","Joakim Noah_NY","Dakari Johnson_OKC","Daniel Hamilton_OKC","PJ Dozier_OKC","Terrance Ferguson_OKC","Josh Huestis_OKC","Kyle Singler_OKC","Nick Collison_OKC","Briante Weber_HOU","Bobby Brown_HOU","Demetrius Jackson_HOU","Tarik Black_HOU","Troy Williams_HOU","Chinanu Onuaku_HOU","Zhou Qi_HOU","Chris Boucher_GS","Damian Jones_GS","London Perrantes_CLE","John Holland_CLE","Ante Zizic_CLE","Cedi Osman_CLE"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7198660714286,0,0,-15.5602678571429,0,0,0,0,41.8683035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.1238839285714,-104.427455357143,0,0,0,0,0,0,0,0,-45.7600446428571,0,0,0,0,0,0,87.3694196428571,0,0,-55.1941964285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4319196428571,0,0,0,0,0,0,147.766741071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07366071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.63020833333333,0,0,-70.8246527777778,0,0,0,0,0,0,0,0,-73.4574652777778,0,0,0,0,0,6.59461805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546875,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0260416666667,0,0,0,0,0,0,0,0,2.33506944444444,0,0,0,0,0,0,0,0,0,0,0,34.3315972222222,4.95920138888889,0,0,0,62.0798611111111,0,0,0,0,0,0,0,0,-16.1657986111111,0,0,0,0,0,0,0,0,0,0,-42.0538194444444,-3.81597222222222,0,0,0,0,21.7282986111111,0,0,0,12.9314236111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.97743055555556,0,0,0,0,0,0,0,0,0,0,0,-15.0026041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79513888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5173611111111,0,-43.2986111111111,0,0,0,0,0,0,0,26.9175347222222,0,0,0,0,0,0,0,0,0,-21.0373263888889,0,0,0,52.8767361111111,22.5451388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.7196180555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84548611111111,27.6666666666667
0,2.41493055555556,0,0,0,0,0,0,0,0,0,0,0,-19.4895833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12673611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58767361111111,0,-38.7482638888889,0,0,0,0,0,0,0,13.1840277777778,0,0,0,0,0,0,0,0,0,-23.6111111111111,0,0,0,22.5451388888889,49.8298611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0381944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30642361111111,2.76302083333333
0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,-1.06944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85486111111111,0,0,0,0,0,0,0,-0.534722222222222,0,0,0,0,0,0,0,0,14.0611111111111,25.2763888888889,0,0,36.4430555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4666666666667,2.34930555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1590277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18611111111111,0,0,0,0,3.94236111111111,0,-41.1979166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.14508928571429,0,0,0,0,0,0,0,24.0100446428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5301339285714,0,-18.7622767857143,0,0,0,0,0,0,0,0,-41.4051339285714,0,0,0,-36.3671875,0,0,0,0,0,0,0,0,0,0,15.1227678571429,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06026785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2042410714286,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,10.4709821428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97879464285714,0,27.4196428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-52.2777777777778,0,-46.8784722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121.981944444444,0,0,31.5784722222222,53.0736111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.70763888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.070138888889,32.8680555555556,0,0,0,0,0,0,0,1.31875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85555555555556,-5.67013888888889,22.45625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-58.2847222222222,0,-5.79861111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56.8611111111111,0,0,-28.0694444444444,43.3194444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8680555555556,103.777777777778,0,0,0,0,0,0,0,-0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77777777777778,4.46527777777778,18.2916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22.1160714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4241071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74553571428571,-35.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3392857142857,0,0,0,0,0,0,0,0,0,-58.2991071428571,0,0,0,0,0,-20.4196428571429,0,0,0,0,-13.7633928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52232142857143,0,0,-11.125,-13.1116071428571,0,4.16517857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15.9088541666667,0,0,-2.57378472222222,0,0,0,0,0,0,0,0,-15.4565972222222,0,0,0,0,0,1.93663194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1432291666667,0,0,0,0,0,0,0,0,-8.85850694444444,0,0,0,0,0,0,0,0,0,0,0,-13.8081597222222,-3.34982638888889,0,0,0,-16.1657986111111,0,0,0,0,0,0,0,0,13.4236111111111,0,0,0,0,0,0,0,0,0,0,6.61631944444444,13.4800347222222,0,0,0,0,-1.04861111111111,0,0,0,9.04513888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15.4196428571429,0,0,0,0,0,0,0,-73.3839285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21428571428571,0,-1.53571428571429,0,0,0,0,0,0,0,0,-33.8214285714286,0,0,0,-69.1875,0,0,0,0,0,0,0,0,0,0,35.2946428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1696428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,128.910714285714,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6607142857143,0,10.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.229166666666667,0,0.260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94166666666667,0,0,0.289583333333333,-0.358333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31875,-0.875,0,0,0,0,0,0,0,0.05625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333333333333333,-0.135416666666667,0.189583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-45.125,15.79375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84791666666667,6.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.55,0,0,0,-5.625,0,0,-27.9791666666667,0,0,0,0,0,1.42708333333333,0,0,0,0,0,0,0,13.6229166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0354166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-13.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.1908482142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0546875,41.7366071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.2991071428571,0,0,0,0,0,0,0,0,0,64.6595982142857,0,0,0,0,0,8.24776785714286,0,0,0,0,19.9988839285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46540178571429,0,0,15.1205357142857,4.59486607142857,0,-4.6015625,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.35590277777778,0,0,0,0,0,0,0,0,0,0,0,-11.6197916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0928819444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81944444444444,0,25.5477430555556,0,0,0,0,0,0,0,-22.6736111111111,0,0,0,0,0,0,0,0,0,22.5069444444444,0,0,0,-17.7196180555556,-20.0381944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1527777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725694444444444,-0.0208333333333333
0,0,0,-57.5598958333333,0,0,143.298611111111,0,0,0,0,0,0,0,0,102.048611111111,0,0,0,0,0,10.3637152777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.1119791666667,0,0,0,0,0,0,0,0,-27.7543402777778,0,0,0,0,0,0,0,0,0,0,0,15.8532986111111,25.0225694444444,0,0,0,-42.0538194444444,0,0,0,0,0,0,0,0,6.61631944444444,0,0,0,0,0,0,0,0,0,0,104.105902777778,-9.47048611111111,0,0,0,0,-25.5772569444444,0,0,0,-27.8116319444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-5.80729166666667,0,0,-33.3116319444444,0,0,0,0,0,0,0,0,-22.9756944444444,0,0,0,0,0,5.14670138888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.7734375,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.0286458333333,0,0,0,0,0,0,0,0,-7.81857638888889,0,0,0,0,0,0,0,0,0,0,0,2.78211805555556,-9.37152777777778,0,0,0,-3.81597222222222,0,0,0,0,0,0,0,0,13.4800347222222,0,0,0,0,0,0,0,0,0,0,-9.47048611111111,29.7569444444444,0,0,0,0,15.3793402777778,0,0,0,17.9887152777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.66517857142857,0,0,0,0,0,0,0,-16.8013392857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.85044642857143,0,21.4040178571429,0,0,0,0,0,0,0,0,7.02008928571429,0,0,0,12.4620535714286,0,0,0,0,0,0,0,0,0,0,-4.31696428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4709821428571,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,13.6741071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.44419642857143,0,1.80357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-50.6964285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8950892857143,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.9308035714286,-60.1964285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04464285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.4196428571429,0,0,0,0,0,0,0,0,0,8.24776785714286,0,0,0,0,0,62.4776785714286,0,0,0,0,5.86383928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8549107142857,0,0,-0.6875,-1.16741071428571,0,8.07366071428571,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-49.2916666666667,0,0,-3.40277777777778,0,0,0,0,0,0,0,0,-27.7699652777778,0,0,0,0,0,13.2196180555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4583333333333,0,0,0,0,0,0,0,0,18.2100694444444,0,0,0,0,0,0,0,0,0,0,0,21.9800347222222,-2.97829861111111,0,0,0,21.7282986111111,0,0,0,0,0,0,0,0,-1.04861111111111,0,0,0,0,0,0,0,0,0,0,-25.5772569444444,15.3793402777778,0,0,0,0,35.8298611111111,0,0,0,14.7673611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-6.54861111111111,0,0,0,-22.0555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4291666666667,0,0,0,0,0,0,0,-58.4027777777778,0,0,0,0,0,0,0,0,-32.6222222222222,44.7041666666667,0,0,-54.2541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87222222222222,-26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6777777777778,0,0,0,0,20.6569444444444,0,26.6736111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
