Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
108,974616827,chess_is_ok (72/150),0,305.75,SG James Harden C Karl-Anthony Towns F Tobias Harris PF Dario Saric PG Ish Smith SF Kyle Anderson UTIL Shabazz Napier G Tyus Jones,,,
114,974606114,Huntmaster1984,0,305.5,UTIL James Harden C Andre Drummond G Eric Gordon PF Jayson Tatum F Evan Fournier SF Marcus Smart SG Reggie Bullock PG Tyus Jones,,,
114,974625862,danlog6,0,305.5,G James Harden C Andre Drummond UTIL Elfrid Payton SF JJ Redick PG Ish Smith PF Bismack Biyombo F Reggie Bullock SG Tyus Jones,,,
116,974125565,sbaugh25 (1/9),0,305.25,UTIL James Harden C Joel Embiid G Eric Gordon SF JJ Redick F Marcus Smart PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
116,974200013,moklovin (89/150),0,305.25,G James Harden C Joel Embiid SG Eric Gordon F JJ Redick SF Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Tyus Jones,,,
116,974256956,pianoclub (10/150),0,305.25,PG James Harden UTIL Eric Bledsoe SG Eric Gordon PF Jayson Tatum F Evan Fournier SF Marcus Smart G Ish Smith C John Henson,,,
116,974257094,pianoclub (148/150),0,305.25,SG James Harden G Eric Bledsoe UTIL Elfrid Payton C Jusuf Nurkic F Evan Fournier SF Marcus Smart PG Terry Rozier PF Ed Davis,,,
116,974366390,nellist003,0,305.25,G James Harden C Joel Embiid SG CJ McCollum UTIL Ish Smith F Ryan Anderson PF Bismack Biyombo SF Reggie Bullock PG Tyus Jones,,,
116,974438988,mloaney42,0,305.25,G James Harden C Joel Embiid UTIL Eric Gordon F JJ Redick SF Marcus Smart PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
116,974466899,anilprao88 (117/150),0,305.25,PG James Harden C Joel Embiid SG Jimmy Butler F Marcus Smart PF Bismack Biyombo UTIL Shabazz Napier SF Reggie Bullock G Tyus Jones,,,
123,974387650,Awesemo (63/150),0,305,SG James Harden UTIL CJ McCollum PF Tobias Harris C Jusuf Nurkic SF Evan Fournier PG Ish Smith F Courtney Lee G Tyus Jones,,,
124,974401639,jallen1,0,304.75,C Andre Drummond PG Elfrid Payton PF Tobias Harris UTIL Dario Saric SG Eric Gordon F Jayson Tatum G Ish Smith SF Courtney Lee,,,
124,974638320,thecaptainone,0,304.75,C Andre Drummond UTIL Jimmy Butler PG Elfrid Payton SF Tobias Harris PF Dario Saric F JJ Redick G Ish Smith SG Tyus Jones,,,
126,974134809,GreyPoupon (9/30),0,304.5,G James Harden UTIL Kyrie Irving C Jusuf Nurkic SF Andrew Wiggins F Jayson Tatum PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
126,974268569,rsbathla (125/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler F Marcus Smart PF Bismack Biyombo G Terry Rozier SF Reggie Bullock PG Tyus Jones,,,
126,974300155,darcmaniluk (70/150),0,304.5,SG James Harden C Joel Embiid F Andrew Wiggins PF Jayson Tatum SF Evan Fournier PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
126,974321890,bcalicore (10/10),0,304.5,C Andre Drummond UTIL Jimmy Butler SG CJ McCollum F Dario Saric SF Robert Covington G Ish Smith PF Bismack Biyombo PG Terry Rozier,,,
126,974334122,RexGrossman (12/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974334143,RexGrossman (33/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974334164,RexGrossman (54/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974334185,RexGrossman (75/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974334206,RexGrossman (96/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974334227,RexGrossman (117/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974334248,RexGrossman (138/150),0,304.5,UTIL James Harden C Andre Drummond SG Jimmy Butler PG Ish Smith PF Bismack Biyombo SF Kyle Anderson F Reggie Bullock G Tyus Jones,,,
126,974529178,papagates (75/150),0,304.5,PF Kristaps Porzingis C Al Horford SG Eric Bledsoe G CJ McCollum UTIL Jayson Tatum SF Evan Fournier F Marcus Smart PG Ish Smith,,,
138,974300226,darcmaniluk (141/150),0,304.25,G James Harden C Karl-Anthony Towns SG Eric Gordon F Jayson Tatum SF Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Tyus Jones,,,
138,974326139,ChipotleAddict (1/150),0,304.25,PG James Harden SG Jimmy Butler G CJ McCollum PF Jayson Tatum F Marcus Smart C Ryan Anderson UTIL Shabazz Napier SF Reggie Bullock,,,
138,974430652,mazwa (97/100),0,304.25,PG James Harden C Karl-Anthony Towns SG Eric Gordon F Jayson Tatum SF Marcus Smart UTIL Ish Smith PF Bismack Biyombo G Tyus Jones,,,
138,974434566,joshuaamel (1/4),0,304.25,C Andre Drummond PG CJ McCollum F Pau Gasol PF Dario Saric SF Robert Covington SG Eric Gordon UTIL Ish Smith G Jarrett Jack,,,
138,974469879,head3 (1/2),0,304.25,UTIL James Harden C Karl-Anthony Towns SG Eric Gordon F Jayson Tatum SF Marcus Smart PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
138,974529158,papagates (55/150),0,304.25,C Andre Drummond PF Kristaps Porzingis PG Eric Bledsoe SG Eric Gordon F Jayson Tatum SF Evan Fournier UTIL JJ Redick G Frank Ntilikina,,,
138,974616894,chess_is_ok (139/150),0,304.25,PG James Harden C Karl-Anthony Towns SG Eric Gordon PF Jayson Tatum SF Marcus Smart UTIL Ish Smith F Bismack Biyombo G Tyus Jones,,,
138,974622677,chicobt (3/4),0,304.25,C Kristaps Porzingis SG CJ McCollum PF Enes Kanter PG Elfrid Payton SF Tobias Harris UTIL Jayson Tatum G Ish Smith F Michael Beasley,,,
138,974672477,dlo7,0,304.25,SG James Harden UTIL Kyrie Irving C Pau Gasol PF Jayson Tatum SF Marcus Smart PG Ish Smith F Courtney Lee G Tyus Jones,,,
147,974257030,pianoclub (84/150),0,304,PG James Harden PF Kristaps Porzingis G CJ McCollum SG Eric Gordon F Jayson Tatum SF Marcus Smart C Nene Hilario UTIL Tyus Jones,,,
147,974595456,zongo,0,304,G James Harden C Karl-Anthony Towns PF Dario Saric SF Jayson Tatum F Marcus Smart PG Ish Smith UTIL John Henson SG Tyus Jones,,,
147,974616763,chess_is_ok (8/150),0,304,PG James Harden C Andre Drummond PF Tobias Harris F Marcus Smart G Ish Smith SF Rudy Gay UTIL Shabazz Napier SG Tyus Jones,,,
150,974124888,EmileHeskey (107/150),0,303.75,C Joel Embiid G Kyrie Irving UTIL CJ McCollum PF Tobias Harris SF Evan Fournier F Marcus Smart PG Ish Smith SG Tyus Jones,,,
150,974156227,youdacao (23/150),0,303.75,G James Harden C Joel Embiid SG Eric Gordon PF Jayson Tatum F Marcus Smart PG Ish Smith SF Reggie Bullock UTIL Tyus Jones,,,
150,974156235,youdacao (31/150),0,303.75,G James Harden C Karl-Anthony Towns SG Eric Gordon SF Evan Fournier F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Tyus Jones,,,
150,974163250,fclark76 (9/10),0,303.75,C Karl-Anthony Towns SG Jimmy Butler PG Eric Bledsoe F Dario Saric G Eric Gordon UTIL Ish Smith SF Courtney Lee PF Bismack Biyombo,,,
150,974430601,mazwa (46/100),0,303.75,PG James Harden C Karl-Anthony Towns SG Eric Gordon SF Evan Fournier F Marcus Smart UTIL Ish Smith PF Bismack Biyombo G Tyus Jones,,,
150,974529189,papagates (86/150),0,303.75,C Andre Drummond UTIL Ben Simmons G CJ McCollum PF Jayson Tatum SG Evan Fournier F Marcus Smart PG Ish Smith SF Reggie Bullock,,,
156,974229939,rnoe18 (3/3),0,303.5,SG James Harden F Giannis Antetokounmpo PF Jayson Tatum SF Marcus Smart UTIL Ish Smith C Bismack Biyombo G Shabazz Napier PG Tyus Jones,,,
156,974268560,rsbathla (116/150),0,303.5,C Andre Drummond UTIL Karl-Anthony Towns G Kyrie Irving F Jayson Tatum SF Marcus Smart PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
156,974423657,BattleTurtle (4/5),0,303.5,G James Harden SF Giannis Antetokounmpo PF Jayson Tatum F Marcus Smart PG Ish Smith C Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,,
156,974430602,mazwa (47/100),0,303.5,PG James Harden C Karl-Anthony Towns SG CJ McCollum F Jayson Tatum SF Marcus Smart UTIL Ish Smith PF Kyle O'Quinn G Tyus Jones,,,
156,974529164,papagates (61/150),0,303.5,C Karl-Anthony Towns SG Eric Bledsoe UTIL CJ McCollum PG Elfrid Payton F Andrew Wiggins PF Jayson Tatum G Marcus Smart SF Reggie Bullock,,,
156,974549714,moorman23 (2/2),0,303.5,SG James Harden PF Giannis Antetokounmpo F Jayson Tatum SF Marcus Smart G Ish Smith C Bismack Biyombo UTIL Shabazz Napier PG Tyus Jones,,,
156,974614629,moebs13 (5/5),0,303.5,C Andre Drummond UTIL Jimmy Butler SF Khris Middleton G Elfrid Payton F Marcus Smart PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
156,974616878,chess_is_ok (123/150),0,303.5,G James Harden SF Giannis Antetokounmpo PF Jayson Tatum F Marcus Smart PG Ish Smith C Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,,
156,974646761,bellaedward4eva (40/150),0,303.5,SG James Harden G Elfrid Payton C Jusuf Nurkic PF Dario Saric F Andrew Wiggins UTIL Ish Smith PG Malcolm Brogdon SF Stanley Johnson,,,
156,974646795,bellaedward4eva (74/150),0,303.5,SG James Harden C Andre Drummond PF Dario Saric UTIL Ish Smith F Courtney Lee G Malcolm Brogdon PG Shabazz Napier SF Stanley Johnson,,,
156,974678629,dueFORaWIN (2/3),0,303.5,PG James Harden SF Giannis Antetokounmpo PF Jayson Tatum F Marcus Smart G Ish Smith C Bismack Biyombo SG Shabazz Napier UTIL Tyus Jones,,,
167,974124909,EmileHeskey (128/150),0,303.25,SG James Harden C Karl-Anthony Towns UTIL CJ McCollum SF Marcus Smart PG Ish Smith PF P.J. Tucker F Bismack Biyombo G Tyus Jones,,,
167,974268542,rsbathla (98/150),0,303.25,UTIL James Harden C Karl-Anthony Towns SG CJ McCollum F Marcus Smart PG Ish Smith SF P.J. Tucker PF Bismack Biyombo G Tyus Jones,,,
167,974300150,darcmaniluk (65/150),0,303.25,G James Harden C Andre Drummond SG Eric Gordon F Andrew Wiggins PF Jayson Tatum PG Ish Smith SF Reggie Bullock UTIL Tyus Jones,,,
167,974326203,ChipotleAddict (65/150),0,303.25,C Andre Drummond SG Jimmy Butler UTIL CJ McCollum F Dario Saric G JJ Redick PG Ish Smith PF Ryan Anderson SF Courtney Lee,,,
167,974616804,chess_is_ok (49/150),0,303.25,UTIL James Harden C Andre Drummond SF Tobias Harris PF Jayson Tatum PG Ish Smith G Shabazz Napier F Reggie Bullock SG Tyus Jones,,,
167,974646859,bellaedward4eva (138/150),0,303.25,G James Harden C Andre Drummond UTIL Eric Bledsoe PF Jayson Tatum PG Ish Smith F Courtney Lee SG Tyus Jones SF Pat Connaughton,,,
167,974655721,cvscnumba4 (1/3),0,303.25,G James Harden SF Giannis Antetokounmpo C Jusuf Nurkic PG Ish Smith PF Bismack Biyombo F Kyle Anderson UTIL Shabazz Napier SG Tyus Jones,,,
174,974356560,TheRotogator,0,303,C Joel Embiid UTIL Karl-Anthony Towns PF Al Horford PG Elfrid Payton F Jayson Tatum SF Michael Beasley G Shabazz Napier SG Tyus Jones,,,
174,974387728,Awesemo (141/150),0,303,PG James Harden C Al Horford UTIL CJ McCollum SG Eric Gordon SF Evan Fournier F Marcus Smart PF Bismack Biyombo G Tyus Jones,,,
174,974430573,mazwa (18/100),0,303,PG James Harden C Karl-Anthony Towns SG CJ McCollum SF Evan Fournier F Marcus Smart UTIL Ish Smith PF Kyle O'Quinn G Tyus Jones,,,
174,974468685,rhino2300 (2/2),0,303,UTIL Andre Drummond C Karl-Anthony Towns SG CJ McCollum G Eric Gordon F Jayson Tatum SF Marcus Smart PF Ryan Anderson PG Tyus Jones,,,
178,974160408,petteytheft89 (16/75),0,302.75,PG James Harden PF Kristaps Porzingis UTIL CJ McCollum SF Tobias Harris SG Marcus Smart C Bismack Biyombo F Reggie Bullock G Tyus Jones,,,
178,974234563,kingofkingshhh,0,302.75,UTIL James Harden C Karl-Anthony Towns G Elfrid Payton SF Marcus Smart PG Ish Smith F Ryan Anderson PF Bismack Biyombo SG Tyus Jones,,,
178,974429509,Kobe4MVP (109/150),0,302.75,C Andre Drummond PF Kristaps Porzingis F Al Horford SG CJ McCollum SF Jayson Tatum PG Ish Smith UTIL Bismack Biyombo G Tyus Jones,,,
178,974529114,papagates (11/150),0,302.75,C Andre Drummond PF Kristaps Porzingis PG CJ McCollum SG Eric Gordon F Jayson Tatum G Evan Fournier SF Marcus Smart UTIL Nene Hilario,,,
178,974616788,chess_is_ok (33/150),0,302.75,PG James Harden C Karl-Anthony Towns PF Kristaps Porzingis SF Marcus Smart G Ish Smith UTIL Shabazz Napier F Reggie Bullock SG Tyus Jones,,,
183,974160449,petteytheft89 (57/75),0,302.5,C Andre Drummond F Ben Simmons G Kyrie Irving UTIL CJ McCollum PG Ish Smith PF Bismack Biyombo SF Reggie Bullock SG Tyus Jones,,,
183,974167643,rikkidee (64/75),0,302.5,SG James Harden C Al Horford UTIL CJ McCollum F Andrew Wiggins PF Jayson Tatum SF Marcus Smart PG Ish Smith G Tyus Jones,,,
183,974257009,pianoclub (63/150),0,302.5,G James Harden C Al Horford UTIL CJ McCollum F Andrew Wiggins PF Jayson Tatum SF Marcus Smart PG Ish Smith SG Tyus Jones,,,
183,974257025,pianoclub (79/150),0,302.5,UTIL James Harden C Joel Embiid SG Eric Gordon SF Andrew Wiggins F Evan Fournier PF Bismack Biyombo G Shabazz Napier PG Tyus Jones,,,
183,974366372,emaz_83 (1/3),0,302.5,SG James Harden UTIL Al Horford G CJ McCollum F Jayson Tatum PG Ish Smith C Ryan Anderson SF Rudy Gay PF Michael Beasley,,,
183,974387655,Awesemo (68/150),0,302.5,C Andre Drummond G Kyrie Irving F Al Horford UTIL CJ McCollum SF Evan Fournier PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
183,974429515,Kobe4MVP (115/150),0,302.5,C Andre Drummond PG Kyrie Irving F Kristaps Porzingis G Eric Gordon UTIL Jayson Tatum SF Marcus Smart PF Bismack Biyombo SG Tyus Jones,,,
190,974153004,davidm32,0,302.25,G James Harden C Karl-Anthony Towns SF Khris Middleton F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,,
190,974405038,nawmsayin (2/2),0,302.25,PG James Harden PF Kristaps Porzingis SF Tobias Harris UTIL Eric Gordon F Marcus Smart G Ish Smith C Bismack Biyombo SG Tyus Jones,,,
190,974468486,Notorious,0,302.25,G James Harden C Karl-Anthony Towns F Khris Middleton SF Marcus Smart UTIL Ish Smith PF Bismack Biyombo SG Shabazz Napier PG Tyus Jones,,,
190,974616780,chess_is_ok (25/150),0,302.25,SG James Harden C Karl-Anthony Towns F Khris Middleton SF Marcus Smart UTIL Ish Smith PF Bismack Biyombo PG Shabazz Napier G Tyus Jones,,,
194,973990229,nomoreiloveyous (4/25),0,302,UTIL James Harden C Karl-Anthony Towns G Elfrid Payton PF Jayson Tatum SF Marcus Smart PG Ish Smith F Reggie Bullock SG Tyus Jones,,,
194,974529144,papagates (41/150),0,302,C Andre Drummond SG Jimmy Butler F Khris Middleton PG Eric Bledsoe PF Jayson Tatum G Marcus Smart SF Reggie Bullock UTIL Frank Ntilikina,,,
194,974577677,Fsjewell,0,302,SG James Harden C Andre Drummond G CJ McCollum PG Elfrid Payton F Bismack Biyombo SF Reggie Bullock PF Tarik Black UTIL Tyus Jones,,,
194,974616818,chess_is_ok (63/150),0,302,SG James Harden C Karl-Anthony Towns UTIL Elfrid Payton PF Jayson Tatum SF Marcus Smart PG Ish Smith F Reggie Bullock G Tyus Jones,,,
194,974646764,bellaedward4eva (43/150),0,302,F Giannis Antetokounmpo C Andre Drummond SG Eric Bledsoe PF Dario Saric UTIL Ish Smith G T.J. McConnell SF Stanley Johnson PG Tyus Jones,,,
199,974268493,rsbathla (49/150),0,301.75,SG James Harden C Joel Embiid SF Tobias Harris F Marcus Smart PG Ish Smith PF Bismack Biyombo UTIL Terry Rozier G Tyus Jones,,,
199,974268529,rsbathla (85/150),0,301.75,UTIL James Harden C Karl-Anthony Towns SG Jimmy Butler SF Marcus Smart PG Ish Smith F Bismack Biyombo PF Marreese Speights G Tyus Jones,,,
199,974287622,taylor1610 (3/6),0,301.75,C Andre Drummond UTIL Kyrie Irving SG Jimmy Butler PF Pau Gasol SF JJ Redick G Ish Smith F Bismack Biyombo PG Tyus Jones,,,
199,974387615,Awesemo (28/150),0,301.75,PG James Harden G CJ McCollum PF Tobias Harris UTIL Jusuf Nurkic SF Evan Fournier F Marcus Smart C John Henson SG Tyus Jones,,,
199,974429529,Kobe4MVP (129/150),0,301.75,G James Harden C Andre Drummond PF Kristaps Porzingis SF Marcus Smart PG Ish Smith F Reggie Bullock UTIL Nene Hilario SG Tyus Jones,,,
199,974572624,Amadeo25 (3/3),0,301.75,SG James Harden UTIL Eric Bledsoe F Pau Gasol PF Tobias Harris SF Trevor Ariza G Ish Smith C Bismack Biyombo PG Tyus Jones,,,
199,974616792,chess_is_ok (37/150),0,301.75,G James Harden C Karl-Anthony Towns PG Kyrie Irving F Marcus Smart PF Bismack Biyombo SF Kyle Anderson SG Shabazz Napier UTIL Tyus Jones,,,
199,974616825,chess_is_ok (70/150),0,301.75,PG James Harden C Karl-Anthony Towns F Kristaps Porzingis G Ish Smith PF Bismack Biyombo SF Kyle Anderson SG Shabazz Napier UTIL Tyus Jones,,,
207,974189871,Anthonyaquino,0,301.5,SG James Harden UTIL Kyrie Irving C Jusuf Nurkic PF Jayson Tatum F Trevor Ariza SF Marcus Smart PG Ish Smith G Tyus Jones,,,
207,974292627,LuckyPapa,0,301.5,G James Harden C Andre Drummond PF Tobias Harris SF Trevor Ariza PG Ish Smith F Bismack Biyombo UTIL Shabazz Napier SG Tyus Jones,,,
207,974504784,alockha3 (2/2),0,301.5,C Andre Drummond PG Kyrie Irving G Elfrid Payton SG Eric Gordon SF Jayson Tatum UTIL Ish Smith PF Ryan Anderson F Bismack Biyombo,,,
207,974613845,kellenfisher (2/2),0,301.5,C Andre Drummond UTIL LaMarcus Aldridge SG CJ McCollum PG Elfrid Payton F Ryan Anderson G Courtney Lee SF Al-Farouq Aminu PF Michael Beasley,,,
211,974124852,EmileHeskey (71/150),0,301.25,C Andre Drummond PG Kyrie Irving PF Tobias Harris UTIL Jusuf Nurkic SG Eric Gordon SF Evan Fournier F Marcus Smart G Tyus Jones,,,
211,974285221,crowls03,0,301.25,G James Harden C Karl-Anthony Towns PF Tobias Harris SF Jayson Tatum F Marcus Smart PG Ish Smith UTIL Shabazz Napier SG Tyus Jones,,,
211,974326283,ChipotleAddict (145/150),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
211,974326284,ChipotleAddict (146/150),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
211,974326285,ChipotleAddict (147/150),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
211,974326286,ChipotleAddict (148/150),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
211,974326287,ChipotleAddict (149/150),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
211,974326288,ChipotleAddict (150/150),0,301.25,SG James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Marcus Smart PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
211,974616756,chess_is_ok (1/150),0,301.25,UTIL James Harden C Karl-Anthony Towns PF Tobias Harris SF Jayson Tatum F Marcus Smart G Ish Smith SG Shabazz Napier PG Tyus Jones,,,
211,974616782,chess_is_ok (27/150),0,301.25,PG James Harden C Karl-Anthony Towns SF Tobias Harris F Marcus Smart UTIL Ish Smith PF Bismack Biyombo SG Shabazz Napier G Tyus Jones,,,
211,974663288,Jdemshock1 (3/3),0,301.25,C Andre Drummond UTIL Kyrie Irving SG Eric Bledsoe G Elfrid Payton SF Jayson Tatum F Marcus Smart PF P.J. Tucker PG Tyus Jones,,,
222,974268519,rsbathla (75/150),0,301,SG James Harden C Karl-Anthony Towns PG Elfrid Payton F Jayson Tatum SF Marcus Smart PF Bismack Biyombo UTIL Terry Rozier G Tyus Jones,,,
222,974387648,Awesemo (61/150),0,301,SG James Harden C Andre Drummond UTIL Jayson Tatum SF Evan Fournier F Trevor Ariza PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
222,974585739,BleedORANGE,0,301,UTIL James Harden C Karl-Anthony Towns PG Elfrid Payton PF Jayson Tatum SF Marcus Smart F Bismack Biyombo G Terry Rozier SG Tyus Jones,,,
225,974202827,whodat4life35 (2/2),0,300.75,C Andre Drummond SG Jimmy Butler F Al Horford PF Dario Saric G Eric Gordon PG Ish Smith SF Courtney Lee UTIL Shabazz Napier,,,
225,974257045,pianoclub (99/150),0,300.75,PG James Harden PF Al Horford SG Eric Bledsoe C Pau Gasol SF Jayson Tatum F Bismack Biyombo UTIL T.J. McConnell G Tyus Jones,,,
225,974382940,harmoncm1,0,300.75,SG James Harden G Kyrie Irving PF Pau Gasol SF Jayson Tatum F JJ Redick PG Ish Smith C Bismack Biyombo UTIL Tyus Jones,,,
225,974387640,Awesemo (53/150),0,300.75,PG James Harden SG Jimmy Butler SF Tobias Harris C Jusuf Nurkic F Evan Fournier PF Bismack Biyombo UTIL Shabazz Napier G Tyus Jones,,,
225,974429482,Kobe4MVP (82/150),0,300.75,SG James Harden PF Kristaps Porzingis UTIL Elfrid Payton F Andrew Wiggins SF Marcus Smart G Ish Smith C Ryan Anderson PG Tyus Jones,,,
225,974616757,chess_is_ok (2/150),0,300.75,UTIL James Harden C Karl-Anthony Towns PF Tobias Harris F Evan Fournier SF Marcus Smart PG Ish Smith SG Shabazz Napier G Tyus Jones,,,
231,974124800,EmileHeskey (19/150),0,300.5,PG James Harden C Al Horford UTIL CJ McCollum SG Eric Gordon SF Andrew Wiggins F Marcus Smart PF Bismack Biyombo G Tyus Jones,,,
231,974134812,GreyPoupon (12/30),0,300.5,G James Harden C Karl-Anthony Towns F Dario Saric SF Andrew Wiggins UTIL JJ Redick PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
231,974162989,ThatStunna (30/40),0,300.5,UTIL James Harden C Karl-Anthony Towns SG CJ McCollum F Jayson Tatum SF Marcus Smart PG Ish Smith PF Ed Davis G Tyus Jones,,,
231,974354559,FTAKJ,0,300.5,UTIL James Harden F Kristaps Porzingis G Jimmy Butler SF Marcus Smart PG Ish Smith PF Ryan Anderson C Bismack Biyombo SG Tyus Jones,,,
231,974430587,mazwa (32/100),0,300.5,SG James Harden C Karl-Anthony Towns PG Eric Bledsoe SF Evan Fournier F Marcus Smart UTIL Ish Smith PF Kyle O'Quinn G Tyus Jones,,,
231,974646724,bellaedward4eva (3/150),0,300.5,SG James Harden PF Al Horford PG Eric Bledsoe C Jusuf Nurkic SF JJ Redick G Ish Smith F Bismack Biyombo UTIL Tyus Jones,,,
231,974660840,spondulix01 (5/5),0,300.5,C Andre Drummond F Khris Middleton G Eric Bledsoe PF Pau Gasol UTIL Jayson Tatum SF JJ Redick PG Ish Smith SG Tyus Jones,,,
238,974229191,Munch2013 (1/2),0,300.25,UTIL Joel Embiid C Andre Drummond G Elfrid Payton PF Jayson Tatum PG Ish Smith SF Courtney Lee F Bismack Biyombo SG Terry Rozier,,,
238,974268528,rsbathla (84/150),0,300.25,UTIL James Harden C Andre Drummond SF Tobias Harris F Jayson Tatum PG Ish Smith PF Bismack Biyombo SG Reggie Bullock G Tyus Jones,,,
238,974284778,cheddabisque (138/150),0,300.25,PG James Harden C Andre Drummond PF Tobias Harris F Marcus Smart G Ish Smith SF Courtney Lee UTIL Terry Rozier SG Tyus Jones,,,
238,974326211,ChipotleAddict (73/150),0,300.25,C Andre Drummond F Kristaps Porzingis G Jimmy Butler SG Eric Gordon UTIL Jayson Tatum SF Marcus Smart PF Ryan Anderson PG Frank Ntilikina,,,
238,974429496,Kobe4MVP (96/150),0,300.25,G James Harden UTIL Andre Drummond SF Tobias Harris PF Jayson Tatum PG Ish Smith C Bismack Biyombo F Reggie Bullock SG Tyus Jones,,,
238,974578260,bglezerman (10/12),0,300.25,PG James Harden C Andre Drummond PF Pau Gasol SF Evan Fournier G Ish Smith F Ryan Anderson UTIL Nene Hilario SG Tyus Jones,,,
238,974646820,bellaedward4eva (99/150),0,300.25,SG James Harden F Al Horford UTIL Eric Bledsoe C Dario Saric SF Jayson Tatum PG Malcolm Brogdon PF Bismack Biyombo G Tyus Jones,,,
238,974800624,Superstars92 (9/9),0,300.25,SG James Harden UTIL Kyrie Irving PF Tobias Harris C Jusuf Nurkic F Marcus Smart PG Ish Smith SF Reggie Bullock G Tyus Jones,,,
246,974160431,petteytheft89 (39/75),0,300,SF Giannis Antetokounmpo UTIL CJ McCollum PF Tobias Harris C Jusuf Nurkic SG Eric Gordon F Marcus Smart PG Ish Smith G Tyus Jones,,,
