"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Jae Crowder","SF/PFSFPF","CLE","@ CHI","16th",109.25,3700,3.4,31,15.6,0.62,15.7,7,25.2,23.39,15.2,15.2,"%",49,4.1,21,18.5,5
"Daniel Theis","PF/CPFC","BOS","vs MIL","4th",104,3700,0,23.7,11.9,1,19.5,3.1,11.9,10.68,8.69,8.69,"%",37,2.3,10,8.75,2.4
"Thon Maker","PF/CPFC","MIL","@ BOS","5th",99,3700,2.4,21.8,12.9,0.7,14,4.3,18.4,18.9,10.72,10.72,"%",57,2.9,8,1.25,0.3
"Bryn Forbes","PG/SGPGSG","SAS","vs DET","13th",102.5,3600,1.8,27.7,10.5,0.63,17.5,6,16.6,19.47,12.91,12.91,"%",30,3.6,13,2.75,0.8
"Manu Ginobili","SG/SFSGSF","SAS","vs DET","7th",102.5,3600,1.3,29.7,15.6,0.79,22,7.1,19.8,18.56,13.44,13.44,"%",48,3.7,26,20.5,5.7
"Jared Dudley","PF","PHX","@ PHI","28th",108,3600,0,29.1,11.6,0.88,10.5,2.4,13.2,10.8,10.31,10.31,"%",19,2.9,0,0,NA
"Cody Zeller","C","CHA","vs ORL","23rd",112.75,3600,8.2,26.7,17.9,0.91,16.6,4.9,19.7,17.47,16.16,16.16,"%",71,4.5,18,14.75,4.1
"Gorgui Dieng","PF/CPFC","MIN","@ MEM","5th",102.25,3600,4.2,34.8,15.3,0.95,18.8,5.1,16.1,20.1,17.31,17.31,"%",43,4.8,20,23.25,6.5
"Aron Baynes","C","BOS","vs MIL","4th",104,3600,0.4,26.7,15.2,0.87,16.6,4.8,17.4,16.04,11.71,11.71,"%",51,3.3,15,20,5.6
"Malcolm Delaney","PG/SGPGSG","ATL","vs BKN","30th",110.75,3600,0,11.8,12.6,0.63,16,5,19.9,0,0,0,"%",53,0,4,7,1.9
"Cory Joseph","PG","IND","vs NYK","17th",110.75,3500,4.4,33.6,18,0.76,15.7,6.8,23.8,24.15,16.88,16.88,"%",54,4.8,21,22.25,6.4
"Jodie Meeks","SG","WAS","@ UTA","1st",96.75,3500,1.3,23.3,11.6,0.7,20.1,6.1,16.6,18.29,10.72,10.72,"%",46,3.1,22,7.5,2.1
"Paul Zipser","SG/SFSGSF","CHI","vs CLE","20th",100.25,3500,0,19,11.8,0.69,18.4,5.8,17.2,8.1,5.86,5.86,"%",44,1.7,14,4,1.1
"DeAndre Liggins","PG/SFPGSF","MIL","@ BOS","8th",99,3500,0.4,19.9,7.7,0.5,12.4,2.6,15.3,18.53,8.73,8.73,"%",28,2.5,12,4.75,1.4
"Sean Kilpatrick","PG/SGPGSG","BKN","@ ATL","26th",109.75,3500,0,24,9.9,0.87,23.4,5.7,11.4,10.6,9.55,9.55,"%",27,2.7,4,0,NA
"Brandon Paul","SG","SAS","vs DET","7th",102.5,3500,0,32.1,8.9,0.68,13.4,3,13,20,13.28,13.28,"%",0,3.8,1,1.5,0.4
"Dejounte Murray","PG","SAS","vs DET","13th",102.5,3500,0,27.6,18.6,0.95,20.1,6.6,19.6,4.1,3.56,3.56,"%",35,1,8,3.75,1.1
"David West","PF/CPFC","GSW","@ NOP","28th",118.5,3500,9.6,30.2,15.9,1.41,22.3,4.3,11.3,12.8,18.41,18.41,"%",63,5.3,13,21,6
"Ben McLemore","SG/SFSGSF","MEM","vs MIN","5th",99.25,3500,14.6,34.7,13.1,0.68,20.2,6.8,19.4,35.5,23.18,23.18,"%",56,6.6,18,10.75,3.1
"Shabazz Muhammad","SG/SFSGSF","MIN","@ MEM","17th",102.25,3500,0,14.5,7.3,0.66,18.5,4.1,11,4.57,3.52,3.52,"%",25,1,0,0,NA
"Jamal Crawford","SG","MIN","@ MEM","9th",102.25,3500,2.4,29.6,14.9,0.88,26.6,7.9,16.9,17.54,14.05,14.05,"%",48,4,19,8.25,2.4
"Michael Beasley","SF/PFSFPF","NYK","@ IND","1st",99.75,3500,7,41.5,14.6,0.93,28,7.3,15.7,28.6,21.79,21.79,"%",33,6.2,14,14.25,4.1
"Frank Ntilikina","PG/SGPGSG","NYK","@ IND","18th",99.75,3500,0,29.1,14.2,0.77,19.1,5.7,18.4,17.1,12.45,12.45,"%",41,3.6,26,13.25,3.8
"Luke Kennard","SG","DET","@ SAS","3rd",98.5,3400,2.1,28.8,11.9,0.74,18.4,5.6,16,19.53,13.57,13.57,"%",36,4,7,3.5,1
"Anthony Tolliver","SF/PFSFPF","DET","@ SAS","6th",98.5,3400,2.3,23.4,13.6,0.78,15.7,4.8,17.4,16.54,11.36,11.36,"%",56,3.3,24,10.25,3
"Patrick McCaw","SG/SFSGSF","GSW","@ NOP","25th",118.5,3400,0,30.4,9.3,0.67,10.9,3.2,13.8,17.39,12.35,12.35,"%",3,3.6,4,7,2.1
"Omri Casspi","SF/PFSFPF","GSW","@ NOP","14th",118.5,3400,0,26.8,14.4,1.01,16.2,4.1,14.3,9.8,10.72,10.72,"%",44,3.2,11,4.25,1.3
"Jameer Nelson","PG/SGPGSG","NOP","vs GSW","8th",109.5,3400,3.1,29,17.7,0.73,12.5,5.2,24.4,20.71,14.21,14.21,"%",58,4.2,20,13,3.8
"Jerryd Bayless","PG/SGPGSG","PHI","vs PHX","28th",118,3400,8.3,32.9,17.2,0.63,15.2,7.6,27.4,25.96,18.85,18.85,"%",59,5.5,21,12.75,3.8
"Dragan Bender","PF/CPFC","PHX","@ PHI","19th",108,3400,1.7,22.9,13.4,0.65,12.7,5,20.7,18.52,10.76,10.76,"%",55,3.2,25,14.25,4.2
"Arron Afflalo","SG/SFSGSF","ORL","@ CHA","13th",105.75,3400,0,19.5,5.2,0.45,9.5,2.2,11.6,18.7,7.48,7.48,"%",0,2.2,18,9.5,2.8
"Andrew Harrison","PG/SGPGSG","MEM","vs MIN","15th",99.25,3400,0,19.2,11,0.73,20.9,4.9,15.1,10.54,7.54,7.54,"%",47,2.2,18,17,5
"Jarell Martin","PF/CPFC","MEM","vs MIN","7th",99.25,3400,0,21.2,11.8,0.67,15.3,4.6,17.5,14.07,7.74,7.74,"%",43,2.3,13,8,2.4
"Guillermo Hernangomez","PF/CPFC","NYK","@ IND","13th",99.75,3400,0,13.3,10.9,1.1,26.6,3.9,9.9,0,0,0,"%",39,0,16,31.5,9.3
"Jason Smith","PF/CPFC","WAS","@ UTA","10th",96.75,3400,0,7.8,5.9,0.66,16.4,3.1,9,0,0,0,"%",34,0,4,4.5,1.3
"Ian Mahinmi","C","WAS","@ UTA","1st",96.75,3400,2.7,21,9.8,0.71,14,2.5,13.8,19.65,10.55,10.55,"%",47,3.1,10,4.75,1.4
"Channing Frye","PF/CPFC","CLE","@ CHI","11th",109.25,3400,3.1,27.1,10.4,0.86,17.9,3.7,12.1,16.11,13.39,13.39,"%",34,3.9,25,4.5,1.3
"Miles Plumlee","C","ATL","vs BKN","30th",110.75,3400,0.9,37.1,7.7,0.75,6.2,1,10.3,18.6,16.37,16.37,"%",0,4.8,21,11.75,3.5
"Jarrett Allen","PF/CPFC","BKN","@ ATL","9th",109.75,3400,4.3,25.7,12.9,0.86,13.1,3.7,15,16.7,13.46,13.46,"%",52,4,20,22.75,6.7
"Tyler Zeller","C","BKN","@ ATL","9th",109.75,3400,7.1,29.8,15.8,0.89,19.6,5.5,17.8,20.34,16.82,16.82,"%",59,4.9,16,19.25,5.7
"Tyler Cavanaugh","PF","ATL","vs BKN","13th",110.75,3300,2.1,29.8,9.8,0.85,13.3,3,11.5,16.52,13.94,13.94,"%",19,4.2,22,11.5,3.5
"Isaiah Taylor","PG","ATL","vs BKN","30th",110.75,3300,3.2,31.4,12.3,0.79,18.5,4.9,15.6,15.83,15.26,15.26,"%",34,4.6,20,12.5,3.8
"Quincy Acy","PF/CPFC","BKN","@ ATL","20th",109.75,3300,0,8.5,12.7,0.74,15.8,4.6,17.2,0,0,0,"%",67,0,10,9.75,3
"Jordan Bell","PF/CPFC","GSW","@ NOP","28th",118.5,3300,6.6,36.9,12.1,1.29,14.1,2.8,9.4,14.4,19.6,19.6,"%",28,5.9,12,6.25,1.9
"Dante Cunningham","SF/PFSFPF","NOP","vs GSW","30th",109.5,3300,4.7,26.3,12.7,0.59,10.9,4.8,21.7,18.29,13.94,13.94,"%",51,4.2,32,26.75,8.1
"Troy Daniels","SG","PHX","@ PHI","4th",108,3300,0,24.3,9.1,0.63,17.2,5.1,14.5,14.31,9.27,9.27,"%",18,2.8,5,6.75,2
"Mario Hezonja","PG/SFPGSF","ORL","@ CHA","13th",105.75,3300,0,15.2,7,0.74,17.2,2.9,9.4,5,3.61,3.61,"%",18,1.1,8,0.75,0.2
"Bismack Biyombo","PF/CPFC","ORL","@ CHA","12th",105.75,3300,4.4,23.7,12.7,0.84,14.7,3.3,15.1,15.32,12.68,12.68,"%",57,3.8,17,7.25,2.2
"Joakim Noah","C","NYK","@ IND","13th",99.75,3300,0,0,5.3,2.65,21.7,1,2,0,0,0,"%",0,0,8,14,4.2
"Doug McDermott","SF/PFSFPF","NYK","@ IND","1st",99.75,3300,5.1,24.5,14.2,0.63,14.5,6.5,22.7,27,13.42,13.42,"%",61,4.1,29,17.75,5.4
"Ian Clark","PG/SGPGSG","NOP","vs GSW","18th",109.5,3200,0,17,9.4,0.66,19,4.8,14.3,5.79,3.5,3.5,"%",28,1.1,2,2,0.6
"Nick Young","SG","GSW","@ NOP","14th",118.5,3200,0,26.9,10.8,0.86,22,5.1,12.5,9.4,8.96,8.96,"%",17,2.8,13,8.25,2.6
"Timothe Luwawu-Cabarrot","SG/SFSGSF","PHI","vs PHX","24th",118,3200,5,21.1,11.5,0.73,20.1,5.8,15.8,15.96,11.91,11.91,"%",60,3.7,25,14.5,4.5
"Maxi Kleber","PF","DAL","vs DEN","27th",105.25,3200,4.9,28.3,9.6,0.67,13.8,3.6,14.3,19.1,14.94,14.94,"%",30,4.7,19,11.75,3.7
"Deyonta Davis","PF/CPFC","MEM","vs MIN","28th",99.25,3200,1.8,26.7,10.6,0.94,15.8,2.8,11.3,13,12.47,12.47,"%",33,3.9,10,13.25,4.1
"Damyean Dotson","SG","NYK","@ IND","1st",99.75,3200,7.1,26,4.8,0.62,17.5,2.5,7.8,24.8,15.2,15.2,"%",0,4.8,29,26.25,8.2
"Lance Thomas","SF/PFSFPF","NYK","@ IND","1st",99.75,3200,1.4,19.7,8.5,0.59,14,3.7,14.4,19,9.25,9.25,"%",38,2.9,16,7.5,2.3
"Raulzinho Neto","PG","UTA","vs WAS","11th",100.75,3200,0,30.4,10.6,0.79,16.6,4.2,13.4,16.9,12.52,12.52,"%",16,3.9,18,21,6.6
"Mike Scott","PF","WAS","@ UTA","10th",96.75,3200,0,24.2,13.9,0.8,19.3,6.3,17.4,11.71,9.86,9.86,"%",48,3.1,19,4.75,1.5
"Ante Zizic","PF/CPFC","CLE","@ CHI","25th",109.25,3200,0,8.6,4.1,1.08,28,1.2,3.8,0,0,0,"%",0,0,4,5.75,1.8
"Semi Ojeleye","SG/SFSGSF","BOS","vs MIL","7th",104,3200,0,14.2,6.5,0.49,10.3,2.6,13.3,8.8,4.58,4.58,"%",26,1.4,12,2.5,0.8
"Marreese Speights","PF/CPFC","ORL","@ CHA","21st",105.75,3100,2.4,30.5,13.3,1.17,31.4,6.8,11.4,12.1,14.42,14.42,"%",40,4.7,15,8.75,2.8
"Salah Mejri","C","DAL","vs DEN","19th",105.25,3100,0,32.6,13.7,1.09,10.9,2,12.6,13.21,13.86,13.86,"%",32,4.5,9,11.75,3.8
"Ramon Sessions","PG","NYK","@ IND","18th",99.75,3100,0,25,11.7,0.8,23.7,4.6,14.7,9.48,7.57,7.57,"%",26,2.4,13,8.75,2.8
"Antonio Blakeney","PG","CHI","vs CLE","19th",100.25,3100,0,16.3,10.7,0.74,28.8,7,14.4,5.9,4.32,4.32,"%",44,1.4,NA,NA,NA
"Langston Galloway","PG/SGPGSG","DET","@ SAS","4th",98.5,3100,0,20.7,10.8,0.81,19.8,5.2,13.3,11.85,8.13,8.13,"%",42,2.6,8,4.5,1.5
"Tony Allen","SG/SFSGSF","NOP","vs GSW","18th",109.5,3100,2.5,20.6,9.7,0.75,20.7,4.4,12.9,12.18,10.26,10.26,"%",47,3.3,3,2.25,0.7
"Chris McCullough","PF/CPFC","WAS","@ UTA","10th",96.75,3000,0,7.5,6.8,1,22.1,2.8,6.8,0,0,0,"%",45,0,9,9.25,3.1
"Royce O'Neale","SF","UTA","vs WAS","21st",100.75,3000,0,20.7,7,0.74,17.4,2.5,9.5,9.1,7.31,7.31,"%",4,2.4,24,33.75,11.3
"Ekpe Udoh","PF/CPFC","UTA","vs WAS","23rd",100.75,3000,0,16,11.4,0.78,8.6,2,14.7,6.9,5.93,5.93,"%",56,2,7,8,2.7
"Omer Asik","C","NOP","vs GSW","7th",109.5,3000,4.6,11.6,9.3,0.81,13.5,3,11.5,10,7.62,7.62,"%",0,2.5,11,7.75,2.6
"Malik Beasley","SG","DEN","@ DAL","15th",103.25,3000,0,9.4,6.1,0.71,19,2.7,8.6,0,0,0,"%",23,0,7,7.25,2.4
"Kevon Looney","SF/PFSFPF","GSW","@ NOP","28th",118.5,3000,0,16.8,10,0.96,16,2.5,10.4,5,4.84,4.84,"%",40,1.6,3,1.25,0.4
"Cedi Osman","SG/SFSGSF","CLE","@ CHI","16th",109.25,3000,0,14.8,4.9,0.8,14.3,1.5,6.1,5.75,4.77,4.77,"%",0,1.6,5,2.75,0.9
"JaVale McGee","C","GSW","@ NOP","20th",118.5,3000,4.9,24.4,8.4,1.17,19.1,2.6,7.2,11.9,13.21,13.21,"%",34,4.4,11,15,5
"Jose Calderon","PG","CLE","@ CHI","26th",109.25,3000,0.6,22.7,7,0.51,8.3,1.9,13.8,17.61,10.11,10.11,"%",10,3.4,27,13,4.3
"Kay Felder","PG","CHI","vs CLE","25th",100.25,3000,0,12.4,8.7,0.8,30.3,5.7,10.9,0,0,0,"%",29,0,4,7.75,2.6
"Cristiano Da Silva Felicio","PF/CPFC","CHI","vs CLE","18th",100.25,3000,5.5,21.1,9.5,0.64,11.9,2.8,14.9,17.6,12.18,12.18,"%",53,4.1,11,6,2
"Nik Stauskas","PG/SFPGSF","PHI","vs PHX","24th",118,3000,2.3,8.8,2.8,0.41,8.5,0.6,6.8,10.5,5.04,5.04,"%",34,1.7,7,-1,NA
"Jason Terry","PG/SGPGSG","MIL","@ BOS","14th",99,3000,1,16.9,6,0.52,12,2.1,11.6,15.09,7.83,7.83,"%",25,2.6,12,7.25,2.4
"Ron Baker","PG/SGPGSG","NYK","@ IND","16th",99.75,3000,0,15.3,10.4,0.84,12.3,1.6,12.4,4.67,4.71,4.71,"%",49,1.6,21,15.5,5.2
"Joseph Young","PG/SGPGSG","IND","vs NYK","17th",110.75,3000,0,6,4.7,0.92,36.4,2.8,5.1,0,0,0,"%",36,0,7,6.5,2.2
"Boban Marjanovic","C","DET","@ SAS","15th",98.5,3000,0,15.1,8,1.43,42.7,3,5.6,4.04,6.14,6.14,"%",44,2,0,0,NA
"TJ Leaf","SF/PFSFPF","IND","vs NYK","25th",110.75,3000,0,13.2,7.4,0.72,16.1,3.4,10.3,2.31,1.6,1.6,"%",22,0.5,16,6.25,2.1
"Davis Bertans","SF/PFSFPF","SAS","vs DET","27th",102.5,3000,0,23.7,7.1,0.92,23.8,2.6,7.7,7.7,6.65,6.65,"%",0,2.2,15,19.25,6.4
"Tyler Dorsey","PG/SGPGSG","ATL","vs BKN","27th",110.75,3000,0,9.1,4.1,0.59,18.9,2.5,7,0,0,0,"%",0,0,4,7.5,2.5
"Joffrey Lauvergne","PF/CPFC","SAS","vs DET","14th",102.5,3000,0,18.1,9.4,0.87,16.8,3.5,10.8,6.26,5.28,5.28,"%",32,1.8,0,0,NA
"Eric Moreland","PF/CPFC","DET","@ SAS","6th",98.5,3000,0,19.4,7.6,0.78,7.5,1,9.7,8.58,6.23,6.23,"%",13,2.1,16,6.75,2.3
