"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Boban Marjanovic","C","DET","vs IND","18th",104.5,3300,0,12.9,10,1.25,36.7,3.8,8,0,0,0,"%",36,0,3,6,1.8
"Al Jefferson","PF/CPFC","IND","@ DET","26th",102.5,3200,0,17.2,16.9,1.22,22.7,5.9,13.8,0,0,0,"%",49,0,6,9.25,2.9
"Malik Beasley","SG","DEN","vs UTA","1st",105,3200,0,15.6,6.8,0.67,18.1,3.4,10.2,6.79,4.55,4.55,"%",19,1.4,1,0,NA
"James Ennis","SG/SFSGSF","MEM","@ PHX","17th",103,3200,3.9,30.4,14,0.6,12.9,4.9,23.3,25.84,15.25,15.25,"%",46,4.8,21,20.75,6.5
"Wesley Iwundu","SG/SFSGSF","ORL","@ MIA","22nd",98.25,3200,0,14.1,7,0.56,18.6,3.6,12.5,6,3.52,3.52,"%",25,1.1,14,13,4.1
"Ben McLemore","SG/SFSGSF","MEM","@ PHX","24th",103,3200,1.2,24.8,12,0.69,20.1,6.2,17.4,14.95,11.3,11.3,"%",44,3.5,0,0,NA
"Matthew Dellavedova","PG/SGPGSG","MIL","vs CHI","27th",110.25,3200,4.6,20.2,12.2,0.66,16.8,4.9,18.6,16,11.25,11.25,"%",64,3.5,17,12,3.8
"Dwight Powell","PF/CPFC","DAL","vs TOR","8th",101.5,3100,6.4,32.3,16.1,0.92,17,4.7,17.5,18.32,17.5,17.5,"%",54,5.6,18,16.75,5.4
"Deyonta Davis","PF/CPFC","MEM","@ PHX","24th",103,3000,0,19.4,9.5,0.9,15.3,2.6,10.6,7.42,6.64,6.64,"%",33,2.2,8,7.25,2.4
"Eric Moreland","PF/CPFC","DET","vs IND","26th",104.5,3000,2.2,26.7,9,0.83,7.3,1.3,10.9,13,12.74,12.74,"%",22,4.2,11,8.75,2.9
"Alex Poythress","SF","IND","@ DET","12th",102.5,3000,0,4.6,1.8,0.6,17.5,0.8,3,0,0,0,"%",0,0,22,10,3.3
"Justin Jackson","SG/SFSGSF","SAC","@ LAC","3rd",100,3000,0,19.9,9.4,0.53,15.8,5.7,17.8,17.02,8.42,8.42,"%",39,2.8,22,21.5,7.2
"Joseph Young","PG/SGPGSG","IND","@ DET","11th",102.5,3000,0,5.8,4.4,0.72,31,2.6,6.1,0,0,0,"%",34,0,6,7.25,2.4
"Sterling Brown","SG","MIL","vs CHI","30th",110.25,3000,0.7,11.5,5.9,0.84,20.1,2.7,7,5.88,5.31,5.31,"%",48,1.8,0,0,NA
"Derrick Walton Jr.","PG/SGPGSG","MIA","vs ORL","29th",106.25,3000,0.5,18,5.1,0.72,11.9,1.3,7.1,10.23,8.04,8.04,"%",2,2.7,11,6.5,2.2
"Salah Mejri","C","DAL","vs TOR","8th",101.5,3000,0,26.1,11.7,1.06,11.9,1.9,11,10.25,8.88,8.88,"%",27,3,15,15.25,5.1
"Malachi Richardson","SG/SFSGSF","SAC","@ LAC","26th",100,3000,0,15.6,6.4,0.57,15.6,3.3,11.2,10.9,6.58,6.58,"%",30,2.2,30,19.75,6.6
"Georgios Papagiannis","C","SAC","@ LAC","25th",100,3000,0,7.1,7.2,1,16.4,2.3,7.2,-0.55,-0.6,-0.6,"%",47,-0.2,7,11,3.7
"Kobi Simmons","SG","MEM","@ PHX","28th",103,3000,6.7,28.1,6.6,0.61,12,3.2,10.8,22,15.88,15.88,"%",8,5.3,26,20.75,6.9
"Sindarius Thornwell","SG","LAC","vs SAC","6th",105,3000,0,11.4,8.3,0.55,14.1,3.2,15.2,0,0,0,"%",31,0,22,27.25,9.1
"Matt Williams Jr.","SG","MIA","vs ORL","17th",106.25,3000,0,0,0.8,0.27,30.6,1,3,0,0,0,"%",0,0,1,3.5,1.2
"Willie Reed","C","LAC","vs SAC","25th",105,3000,0,16.9,10,1.04,18.6,3,9.6,3.15,2.85,2.85,"%",30,1,5,8.5,2.8
"Royce O'Neale","SF","UTA","@ DEN","5th",100,3000,0,19.7,8,0.78,17.8,2.6,10.2,3.72,2.76,2.76,"%",0,0.9,12,13.5,4.5
